,user_id,settings,following
1013,LXjQxcKgBLPNMcCa12nFUG4WhYn2,{'understoodLanguages': ['en-GB']},"['WPDf2IRc5OgEBOP962gmV4d3nmW2', 'h7hI2NHWyQWxV3SKZQNtrfGdvKC2', 'hqZioqxWMCZxUCrPfUwB5O2NEuk2', 'in1CwWCn3URPGKN87PcTwLuAu0l1']"
1014,T4EBJp3NzLTkTFSZbKnpFx4PEld2,,['XtPyn1rCOjWPDcyOVZ6aJpVZu4D2']
1015,Okbev7jWT9bHLa1Xcqtb1LBEsKl2,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1016,VrKEph2kCGUBSZboiCHiVSyRSSN2,,"['4dWdOU5t6KQqLb8bzy40FTc3MEz2', '7tIYKsydQaaWRvpgI52ZDVvMKot1', 'EpwBtTb0nmcaH66YBtP9NMl3twc2', 'FcPJMbJZgwfu4Sq2KLW6jwncYEE2', 'IqSqXsPvNLQVfh4NYvZiMmL8xSU2', 'RdDJ9IxvsjdoXyPvt3S0xyh36mh1', 'WpvnHj8iUmZvw98vCa1ASIeLCbe2', 'd4waOBx63Zfob8Cx15rhXJyt5qy1', 'hHrdkeSObkYOBUIk2QahpnbXTNC2', 'lN8ydbpQlVc01quf0cOmQYgWYUf2', 'ow4YmLg2brZBm8A5SUU18Ip4FzD3', 'qj4znYcTXQWPwiudJSXMm2M0NV43', 'seFxQAKFljNyOsrhlF9cWesEDc23']"
1017,l7dSTpdblaQubVevYP1SpabhQTp1,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1018,96oevrTgsxSxobVJ1UvuAm5o4SJ2,,"['BKuqzcosdUNLEGOJZLz85uCiWnt2', 'DXgFuWMxzVVMYGCnjtfReQHBFDj2', 'aMkA0TwEQBM8teWc1x7lzynfh9f2']"
1019,LTaA5jN7zVQHao1k7ZnLZe4ySI42,,['HjCAgBwW8rd27p6sFxAGu2jW40g2']
1020,ADvClcgUYHTd7GSGJQytlI9syZs1,,"['9SGmmflvZaUuNLTpbzhckOoO54e2', 'AygBp9zAwQhBxAQ8SLvdBkrZJDB2', 'P4iCFpTNtiTaxSaCHI9iYjaoF8V2', 'o8btiW3x7WVU6f8RCY7GZXzOfWI2', 'tBvmhG3JnjZENBvxogSmMAC6mXx1', 'vYNttD9WZtZEvKMZbuT6GTD7ea43']"
1021,oF15usTIJMRpleF2JbCWTttce0u1,{'understoodLanguages': ['en-GB']},"['JbEjr8THdLe9iHayUepbxA5BMT83', 'KoGYg3dijRQccfUyyZJAELNHPcs2', 'tjB1uWJanJVX5bIL99QF7VyW9HD2']"
1022,zA6Uj4bxdib3CHwWbnYlRGQC50I3,,['BbLBBbYHTfX3lnPPmGbz6NU1UUi1']
1023,NNXfKGfbeAbfKd995Id0jGr9EGO2,,['aQTuha6A03aTQr2nUYYCfFlsYf13']
1024,ykJFWIxQN7P5CpZlPoPguktvjrg1,,['OWq5FoDFCBg8C08GG9TSe8RWpwz2']
1025,HdCvTzofFtMC1LaTzWKhZoy3Cj12,,['DnBr6HvXmiOYBijUx0du2mtQfyF3']
1026,ZLEaLDv8wEXfPhR8ibbCJ8VPYUq2,{'understoodLanguages': ['it-IT']},"['c22r3vbnzMT3qyxr1XI4ZbZ34G52', 'z143HAviJ1g59lPUMTZzqZBS2l23']"
1027,YUTwfRddgtTsGxITUCq78PMjePC2,,['HIuydsG1D9aShmJRs8qcpFGBSiH2']
1028,fZH9285CXEcfk7VpVNSpPADyYeu1,,['PDQh7gPWAGU2HCP8J1j0vit9dI83']
1029,PnaQAtvULudgcPJ2o2riht8DMV83,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1030,G33r6bd7grbwbLMkb8H6i87UShd2,,['sxa8OnvRRwMja5XaAb19ZzONCQf2']
1031,hkFDQadelAUWmhJ6N8SHppUoPOx1,{'understoodLanguages': ['en-GB']},['8i80AnoMBPXS9eTWuC9TxGND1X43']
1032,zHT1VAsS4DZjI6RgPCfiuoyv1IG2,,"['IZt1QZZ8lTgCQ2yGH9hI6rd6Hss2', 'PESwmOUGtYfQ1306HdZ57AR2Vm22', 'xvZP9PxsYldGOONzZmuvlT8vzr82']"
1033,XTIF6VYiqASL5Hb9hNyJEU9ZQZd2,,"['248hZewmYRZHNdBaslyDwx6LlIA3', '3VsSloQ9rpcfqR0Sq8oZAByzarJ3', '6u1B6CvmAaTTSb5gdgPri9DL3sr1', 'D6k446VHlqRU6MNR0Ff5kBnMsMD2', 'Em8RSIpKdBPhXyOLjhkNUcntz7s1', 'MWPXxxcgQdSmJgehSGpNp275YD53', 'MmRpZpIBLNh7lIXvIZgblkyobEg1', 'T6qk0zPpMPMI1OPe0vXqfyNiciF2', 'b30CBxzm2pbdfOOTmAVA4wbSFHH3', 'emvfp9uUR4N0NIlHTe7DYjtrskJ2', 'fHiENopw8NbiR0TR5F7VyFqGIjO2', 'g2N2GiTqUIW8jjYdIGyhFeR4VsD2', 'izsG0QZP09gLkwwH7FryqRHAZiD3', 'k1AZxsvbVnXP20d7VlGGdowYdhp2', 'kkjPfFnX9ZfUU87pmfBp7ugH72G3', 'kpBvyWaG25RwrAjUQcQQgfkgGfm1', 'nZWoa972QRfNbRmmH047RVMMBVX2', 'noF02awzjEMsdTpx4afVA1VDd7r1', 'qVgkPPrwUwftRmCqyPdJm8CWRlo1', 'rz8yvAJxvFUK9IccdPI1hQUbciw1', 'szDxZNEzRYfXYpJGU6a78yY0ggj1', 'tjB1uWJanJVX5bIL99QF7VyW9HD2', 'vLLH5Wuu5BYrny2GFp46KIkNTJF3', 'yxZe4zOLWlfViE7jwAf611MlJvk2']"
1034,brueLF2lYlfVktrlY3VqZdU08No2,{'understoodLanguages': ['it-IT']},['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1035,fOPm5xYTsIWhBvifU40i0ntjHuv2,,['g7aBRNRsKtWB1LBbqfFZtNcPgSP2']
1036,suS0tG3urThGCXKJ8OajpVv7FP02,,"['YsmRAlvBloMl7dr7LpvU9ygcjnH3', 'yQxER0ibRdYrWsQDWO8ZSJ0dTSw2']"
1037,apQVuPnYRlWJpQIRIslepkC5nBg1,"{'understoodLanguages': [‘en-GB’, ‘de-DE’]}",['1ytlropftgYPRPq19mLFc4xFmbF3']
1038,9EVkPJ7XiXcpfYWAw1brqMMwVLt2,,['E3rsVocViuMX6Htx44zYUPP3fz32']
1039,ky2HDEGT62NzJ4YuWInmRw2nO6o1,,['zQmLtbQBwMSl7s9ASayqjrZZvxz1']
1040,dc7PcxgICVge8N2l4PHiRO8sbs23,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1041,MuXPuhlFWPfo1yM27FV1j0gzXSc2,{'understoodLanguages': ['en-GB']},['prIfKRgEogMISxWza4jqcGIgAat2']
1042,D72RLoNbv0Qw7oP7iNE4n3FZjXU2,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1043,ZapSzDgscveEvHMNgLdFUL6G5982,{'understoodLanguages': ['en-GB']},['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1044,pxJo1U5vpEON6PSFLjxIBSdgwKu1,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1045,tkd9f2MCPGf2pl8vRAhNPThCkSJ2,,['xn8SlUD6iXY4V1Hm8WlmsAC8wJ33']
1046,O871NxS9njgAo7DAqI24DahpAKk1,,"['L1t4XvGBwmTR3JiasuYWIXc0FqH3', 'kGTzFaLM7XPFbDKCMxW6jgCJ3022', 't4nBvxittWgG6GuztbnFeDCfNOt2']"
1047,DL0KATMspMMtYbiaBmDKAB5Vpvp2,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1048,9CIGuNy5iAMiHscvTReiyT6msZH2,{'understoodLanguages': ['it-IT']},"['4U6OzQ3X8jNeTC9JHcp5THm1mAc2', '6UJF140IGdgV6xecBDw1YuVWDlJ3', '7prZkuWHhGaUHZIuAot3oabNmw32']"
1049,vnswNqoFAHYL6ZtvABBfKVhNt493,,"['7rkuPNvEhZe9Fm5AEoEPbEyrOmE3', 'pQd6KU0D0IaxWGPBuA1VoujLfVA3']"
1050,IGOqjIvoocQStZGOPCyhpWcNxvb2,,"['JbEjr8THdLe9iHayUepbxA5BMT83', 'RuwsdsxavlYO0mUUKXzwN7OZoDH2', 'Z1QAY2Hed1SVCKL98DCiyKRooCW2']"
1051,jddKDSu4wxcnIA8bFbrzAxaL9mG3,,"['LhY1e8HtLQZEqGSs3SemFjpR7gI3', 'TvAWvThba0hfvMUIx54VP6Vyxrj2', 'VSVX86zlntdId9lVGtbYAcF7ib23', 'i2kyNPBdzsVE955h8RoK1v1jF0M2']"
1052,JxsQ65JZUUYkThY7rG5AFJk1dJh1,,"['5avpf38XdnM5FMqmXhTahhzRhwx1', 'Rdzpag0jVMTKv37zxuiEbWDWUX72']"
1053,E1AXfeaPn6h8QW2MuBRFQ0MxJYH3,,['bJr6lurAPbVYYNudxOkxrdeHC9K2']
1054,jpMwODfgpkaBNJw2AwvlhTpDjbm1,{'understoodLanguages': ['it-IT']},['NxvggZKkWMewdJ6VGHHl4Z8oYvj2']
1055,cbAuWNjPpcWfTdo0Sd2pq3mFh2D3,,"['3mWiiOfzmWa32yaEF11ekdHp9s02', 'WrbNQjbdlNVCiep5hrUAo7iksnC3', 'pumEKuX93rcnj1a7DioinsYlkB43']"
1056,lMuUGfJgnqPsOQfiJ8GVUDgEwhY2,,"['3LPOEbGk1BgJnWcKcZNlk5QGbUl2', 'EdLvyEHnZzO7FN3CnobRLUC37Kp2', 'HfgypApt8WOAPQMDpF6uHlCnwNG3', 'L3pz2NfM6RduMfKlIJQ9TKq3nCh2', 'P3a732dfHyft58RPLrM7GOlNn9H2', 'QWXxfUhy3WQXqNC9WtM02IlQ4U33', 'TJnsXOSJRUPrtSKwSmB663ZnIi33', 'UPEbGMmtOAVDiQS3MGvn5ASXtSU2', 'aaCH2raVEtdMjN8CVkwL3eayaho1', 't3GsB7vM9wUUE2odH0kwOZ4AL842', 'wnRZ3wAZPogNqoV7WLWtkhueQ6S2', 'zdDLEr31JXXtrcK3Xi2AVNqXEpV2']"
1057,T3BXqRH4dfZGyPxkVJ7pgD16g9j1,,['3y2jg7PmSnWmIZEb1K1fPfXFAoJ3']
1058,RwrEJ4QQgxMGl7fkJwLzDd9cobG3,,"['7SKOE2fr3tg2UrsihcIfNdVCocS2', 'DhXOcARaGXNlX8vOzbBTqytQKTh1', 'YtbP3tbzFieYuptZ0MJF6s5Fkvb2']"
1059,YQKCsEV9o5NYR3XWKDwJPzgWmg72,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1060,rIEuUtR9PzNIyELZ6wIHDTHntwQ2,{'understoodLanguages': ['en-GB']},['5b1cP2BztaeVIbC9RKSrEgICCiG2']
1061,410jNVc8UVUjc1wytqcgcLTI9Or2,,"['DRKgGWN18od2rQeaTo7NAi9dhlC3', 'gq5qAovdusgwapgNeKErUAELmzv1']"
1062,lAwlLvGKpTRJZ942XCjuvXYdbzF3,,['KnPMuhPm5rgl1DNd85oY96cxVnI3']
1063,fXrBgLTvxIhN890bvvRvKxkbimo1,,['jw8ZTYvV9DYYNDUgznJluTRlxSK2']
1064,nfBN0qKmcAZlHhnbjJOlKYs6fpJ2,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1065,IY9BGJcRpIXU3zEItmr0WLwFS8O2,{'understoodLanguages': ['it-IT']},['MtgjSh7tYyd01oy6WT9LfeGGhos2']
1066,FNEjbmChjlXgUxkTVjwqBLuPDS43,,['khmZw7qTkrOPZHZEPM6QmC2ZY8G3']
1067,SgOFcAg9SeclnnZf1p6tHOhK61f2,{'understoodLanguages': ['it-IT']},['kjU6RrY7zTZr9fumqCfApL4s6Rv1']
1068,IfrSq5zxXYWAk9mcy69DPXVIp9n1,,"['pQd6KU0D0IaxWGPBuA1VoujLfVA3', 'tLY7kFWRRfVBqaNc8BNqCsLn1fw2']"
1069,2WYhLanyoGMSemi0BJ70c5lRpTJ2,,['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1070,PupUUUMteqcL314bnkRtvUCgQsL2,,['2Dc53mZmaNc1qJIKavMsuoDtFE52']
1071,QM2w6rqOcAS2bV3A6LQcLNBHQgw1,,['k3gXpefvO2bg10Jz52YuciEsq5V2']
1072,1nMzdsVdBmX8q0qMquCxgTLIBaL2,,"['8m9NPRTHN3MMHPLFKWUGAvUWbmL2', 'FKk6DIvVVzXtz4aVaF6HbspFnZQ2', 'hNFqhkK4rCYLEm2loeedxJN7s0n1']"
1073,AmGFYaK4cwYBtEqyZW01ImgdEEJ3,,"['2OWa4dDFsGP1Dp7E8BZ5GPN6QYU2', '6FsEFC1zyMNQZNBLGHZFG7slxUj1', '91QY4Kn9lWO1x8WuN1oTDvZ2Mhg2', '9SGmmflvZaUuNLTpbzhckOoO54e2', 'CZ3VNSFkraU2jYaYKLwSzmWA9Gv2', 'D42idQksfWQ41gdqqUy4vHK32TI3', 'J5KdhRi8OHOZ9viDvXlq88roEKj2', 'JbEjr8THdLe9iHayUepbxA5BMT83', 'KZJBKh8cYkcjMsnfKF1wpEmT03g1', 'RiaQDhA7cDUsCZHnGIIw1ogkbEP2', 'Tp1RqknKWrSbF68KdcrD4asif5I3', 'V2zk71Q3HHTv1YV2aqsverqX0aE3', 'W2JiYv8iE8dfv981ikRNzY8KYMr2', 'Yu6VJwK2b9MTvf5pBQ3TR1P1K2i1', 'emTE4XtXg8Sp6dE4tvaTdVoJmsZ2', 'fvP2IuSu1gZmgSpkx5ExmdY98aJ2', 'h06c8JWwo8eAVi0a8dNcCOOUypy1', 'n5f7MxIR1GVQcAk5qUpJSvPi8IE3', 'nGicXFliAxO2Qg8UsjU3ycfwzUo2', 'sr5CC7VdwpZvocNfjEchGTUVcqq1', 'svfNy6ArVdRbAdNBQHl0YovOQUg2', 'tjB1uWJanJVX5bIL99QF7VyW9HD2', 'z00FurmANia1VC8TbROKTsOsVDh2', 'z1C8YweLvLTMf3hVsxE4xwvmJjJ2', 'zHhTglppFybnQOS3lmBuLEWARWB3']"
1074,dhFPcOju2ZQyGGnTylws4ee9OkH2,,"['2IaxBZD0zueIuX3dL8xBwiXqfdI3', 'EjtyZBlt6Aed6R3yCB1Tlj3AlCA3', 'sw9B8wqGkfVl9iFxpWAAQxRfu6i1']"
1075,o0MOWn9CdLaiZCkAs5HYxG83B8J2,,['0gpB1gjsdQaWvYLbWsEo0YsbzJ02']
1076,sEfT2ICQJlYlokDhA1HwMWdTSyk2,,"['FnpB9LPKdUWKnph94j3XCHh1eL52', 'a91F5h9U9MUVw3DAnbzfJvkohTq1']"
1077,IUzEynQdHqYV7erAcRVhrVnODjE3,,['pllGGhS7jxejSYVleKLe9YSIUz62']
1078,V3kQ7VuhTpaxOv2Cf7uESDv3tzD2,,['MP7j2hTKuSNA44HHv3AJiPyYdjo1']
1079,yjSU9Rq7yrOLwzarRnlgDuQIOl93,,"['lGCto8phsMS9Enea5CRJ2RGq9M22', 'pPmm90ktTkdwkOf0UDVghi1rMgj2']"
1080,xkNP8aqdIaYhuBsDI5C8nY6Ovbp2,,['rIWlbayNfcdoezS9bY6Bk3yOoNQ2']
1081,K3Mgv0D8OjSdpVFtHChYboAK4y83,,"['1wR6aOhrVxX0hanKFUz2JQoFxum1', 'WQDhBheXYseTCnsXDRezpkQb8FK2']"
1082,mMw6Bn3878Z2LWiEuhZkM9TDF9g2,,['yNbxcva1mFOVZ0jHl3DwwCb8x2T2']
1083,Fe8Pl6nCC4c4GxauXBhnUxllayi1,,"['A8vBNsWGLJTWEhYAcn4prQPwIbt2', 'OFugm6aNYfNf3H23BzrgETjS3SG2']"
1084,o6GDld3Z81WARYHy2cVMMQ030Xj1,,"['JbEjr8THdLe9iHayUepbxA5BMT83', 'YkwIXlWUe0bN7X66Nj43akmYaci2']"
1085,lk0lF2z4VPOVUKd41A6TUmW0Whe2,,"['4TSnX8PMJfVH0PXsX8raliXfhA93', 'vjLoTfXtLRWOq8JQXop93nIMFcv1']"
1086,r82iTNKtNBhalGNyFn84bJCbKrK2,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1087,RroVGLZRTpVKO3AXeYNPj8jfT3j2,,"['6vJ4ec2M6nNuT7SHdBtQBcs5yur1', 'emvfp9uUR4N0NIlHTe7DYjtrskJ2']"
1088,LvzeiTFJxmRXnmWLMaDbtHyhwuD3,,"['fVkv8rboBYdnimHpTBfUrf8JH9r1', 'xvZP9PxsYldGOONzZmuvlT8vzr82']"
1089,gTmADfxjXPfz0ho1GSRIj9qYfzj2,,['bJr6lurAPbVYYNudxOkxrdeHC9K2']
1090,uZck42MipVWLeRXddVSyaQynedr1,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1091,QjtW0d19ArMLOPjLGQXhO8clRfz2,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1092,kUXIKYX7FjVfdC3lpHZK8lAyLNk1,,['EKLeXIGp8OMq04Kidy1YZN0Quhk1']
1093,1BypVcXE0LV5bLrLb2YuygVbNoe2,,['3qVEDMWeCpRlzhGMHYKeqUDBgdm2']
1094,48MfmNppJvML66scCMhl96ef4bl1,,"['1ggyNQUck8UZhE6SWOT5FKjaC8g2', '23aQMAM0F8c0Ix89fOctTDZklej2', '4ArgMo4ErGPBO2trDZaFa2GeoXz1', '8yj4RAsNFTXDsulMs74Xrrpc0WF2', 'GBxMDPaW3IPdHb5QHvEYaiGUz9g1', 'SG64c4ZoXGNcJ2LlT0pnLNeugjK2', 'UTycZ0vGkbhYmDNsPb4FiVVc6gQ2', 'ZDJUjhd25edfYAoGb0jSWHu4wuC2', 'aFJuRuDzSkYkMWYDoOGgUShA2XA2', 'bPxfBlJ56KX2vsv8f6clbqre8122', 'hl0aDDgET5ZsU9CPtEb1mqH2gkB2', 'r518sxYCiqW4iDsiCEnL8wTAc4A3', 'sZpeqHg7KAZ6vBMD2ORpSZbNQ7I3', 'uVeYbAceftg68A3IJ4afR6llTez1', 'v2ElBhglnuRIg8um0k4QGXDy1Qo1']"
1095,loQRwBSvj5VTG4cGt7lB6XpMgco2,{'understoodLanguages': ['en-GB']},['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1096,eiK9W53RzsO35xUQBSTO6uLsraq2,,['jLZXZfJde4Uk1X9eY0L3TLU7GeR2']
1097,oFBMtYbNXVOBqNiBKA3e6X9tOhe2,,"['6yOtX2ZUUldzZ8X7dtQsSH4ltzG2', '7HUYVk3hYNPhpblSCeIvz7CSSHE3', 'emvfp9uUR4N0NIlHTe7DYjtrskJ2']"
1098,bUN15yagkUUbaC7TZxE1ZGjkV5s2,,"['6yOtX2ZUUldzZ8X7dtQsSH4ltzG2', 'bZvBI3Z8LqZkcpTbMhsL2bloGHw1']"
1099,2CIgEpc83TTLZIuQIWTF8cu2JXk1,,['3kS96Frn1NeBKQ9hj3erzpnhjfL2']
1100,L42Iru9qA5anD7NWheNQ4OZFLYp2,,"['8pfpUzYiFSZzN8vBBy1Tn2RJvBa2', 'CGlNdjHUg2ceMSxFoPwh6kjRSWr1']"
1101,VJUGypA0jqM3TG3twRzGHvtVJDv2,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1102,kkvW8QiUC4RxrIjvenPkl74paE82,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1103,6LG2EbJ6HGX8CgcETeANkwddIN12,,['5NOLGzadgVhmMtlRx7BVBj8M9ll2']
1104,oSMFyt2QnyWcA1P8QIvQDTAJGfy2,,['UI2BvyIOrXeMGO4nOKVz0p53fAA2']
1105,gHnnnERx3XWHe34YvBZ9UdRLfNp2,,['dgbtVrPgPGaNDDavu12v4ALfNrS2']
1106,TzaqhARJeVcH5HGbJy0vNw9ywlO2,{'understoodLanguages': ['en-GB']},"['TvTiTj18jOdsGu30bFpsGMcOnD82', 'pQd6KU0D0IaxWGPBuA1VoujLfVA3']"
1107,0H01PbBlC8NGHIhd2yO8od2EiVd2,,['TeMnW8BuyBZloG479RUr4Z7pPw32']
1108,nBRHHRLMSbd3yrwhYLv2wCuF2xs2,,['oUIB6ygAJfgNYhO1lOcE477AntF3']
1109,7uGKYf6fETgVci5qlQkp92QWEwk1,,"['Q6ZwXhMLvoVRupMJyJOMFNxEsHV2', 'nzkSVLB4hMco0OQFz2V1SQ9VJkn1']"
1110,hNSA2N2HNUPys91DnzETy2bKPdN2,,"['H0jJRfJlJkU4kM6ajr5Ftc156RJ2', 'iMO2v9GBzPQ60sz4ajOrpKxkrWc2']"
1111,PgtOlFVx5ePFJubMsM6Jsmlydxs2,,"['3DDFoZfwkqfaoCi0fYIRBHZ9XY33', 'CnURBpxXS3aa4GPZdbYgCQshZ8m1', 'edsjHVZy0ZahZMkKDD79m1JvLIP2', 'kfcvCTJPQzZKsyTxzJDHo0coCbz1', 'lZBEF8z4eXPSKb9wjgwJkRdLiKc2']"
1112,NkQGLZg2Z0Wdpav6QonXuNXRa9C2,,['2Dc53mZmaNc1qJIKavMsuoDtFE52']
1113,Ky4sDC4ak8MDIpswLA1dtX4qLrU2,,['CEKLurI31xbhboo7CrDCT3p63263']
1114,EEH00XwNrsZ2W7Xig5TSDTnyYtV2,,['rwJ5NjR3JmXotfDhAizAuD2esLo2']
1115,LgmF5qfSbiUGoh4soxLcQ3a9DPO2,{'understoodLanguages': ['it-IT']},"['GZsLvDW0cfOtNsqaG6IgWIDhXY03', 'IA0ZC2gvnQbWd3bZoFi1Ad5HKLk2', 'tLTyIDX7UlP8klmD2tNaEkpP57t1']"
1116,brPPLacGxXZICXGe3OTiHocM5ki2,,['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1117,xiq3WGPEUSWYqk47RWTe5E2B3VJ2,,['PJthARi1IMd6Y4BLDtG7LtywOkn2']
1118,pKgxXkqKoCcBDCAZs5BwIrxxI2t1,,"['NMV9d4qQZNNRwYRlkr9BWB7mbvz2', 'NxvggZKkWMewdJ6VGHHl4Z8oYvj2', 'W7d9ITK45VTJ7Z6GZRijf58NlzI3', 'ZArG0LmIxacnr4ITejhmZftvFRO2', 'iBpcHlGMupcVHDUGaqd1dxFXep33']"
1119,Jcym8RFlu3TavxWSz2MbcFO7r2q1,,"['22xf4klPHaXWBUrvSroFirL6FiT2', 'MLCPmr6WQ2SXMHO2Ttecsbhev4d2', 'umoT7ECZzyb5pklSIfgEXedXOPI2']"
1120,1GmMN5l6BGVEOfBPEJdfdG6ejJI3,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1121,rgRhhwoceYWlEptYYNJC96LpI513,,"['2OWa4dDFsGP1Dp7E8BZ5GPN6QYU2', '5FDXoNiAOWRGYL4Ga31AmhPpsSE3', '7eSm3lHc1hdQXmxzr8keio9xZqs2', 'FvVOlfmOhBbNwRFRdyQ8ecLLIS43', 'HR3DrAKpKleoiaWeMFWFHTfGvwq1', 'KoGYg3dijRQccfUyyZJAELNHPcs2', 'WXIpzMZDAbdbXq1HEHk0GkEy70E3', 'z1C8YweLvLTMf3hVsxE4xwvmJjJ2']"
1122,9u5gsGLmGZN3vlOJDD7QKTXv43g2,,"['6BSKDa0xVggfw2ItNgu5Jm0TxsM2', 'cV81FzNLXRUcLv0lGfy27FEtQ5B3']"
1123,Zm7hXJdeprcIiM4b7FDSCzC6ffz2,,['TvTiTj18jOdsGu30bFpsGMcOnD82']
1124,GUBH1OCJUxWKFej83Rlet5ljI6Z2,,"['9GNNF2M6kaQyNVXQOfLUK9yHiDw2', 'EteKilQqNvZpof9zh7Wz7WmtSa23', 'IU0RtyK77iZFVBgSUrpiEI70nmh2', 'M6iXb2WH9nekhms7S3PHVAppRA53', 'PQaRzJ96rUXpWF8ZtBRRXGjEuGz2', 'cN2NtPtQmAfIcV5WLrZFxGJJNBB2', 'dZhEqV0je6ZJfQ4SuCl6Hh6GPz63', 'dkbwNch9cxZY3wFbmeLEO2b04X82']"
1125,V66nGigMdGY9x7xRVrUJfodAQQE3,,['wlvJUlGuJ9XnsxYDMsnPHm4ZzBk1']
1126,dhgssUoz6gcRz83rj1zzxlg0IBe2,,['BW6elgBJuVgnQOEWsum4UvNQxAK2']
1127,9ZwOhnq5C8NdJwAaKq0PXegoUcH3,,['OMhKWn43PnYdMHOWblSlqNrFP3s2']
1128,TF2JHtVzxtSagfgOp28FEdgkdFq2,,"['YXr40CspznddDOKis39aSKOkHo93', 'k3gXpefvO2bg10Jz52YuciEsq5V2', 'xkAilQ81VbRohLC3Z75xBlqQUC02']"
1129,j1otXpaTAUh2FklFz81LkkKHE3W2,,"['JHf3KQMSCwhkDuRFRLUa4QSN6812', 'L3SgWwnSBOhmiwgzD9LlAxuji3G2', 'U42Pg6IZcIbxbM09q3fCOjGGVqu1', 'YVSQemF7GFQViNMTHIHGvfmT6lL2', 'd0sw4LUCWGeFUx6tesIc3MVUTi13']"
1130,7BNkfYCfzmYxFEJaTRQ8vvE8CiJ2,,['6yOtX2ZUUldzZ8X7dtQsSH4ltzG2']
1131,BaMRftfnsfW5d72gbyiKo0v6GrC3,,"['07jqFJPyRUbJY6hNYt0JaUXG6ib2', 'B08xJLesN8ZVdtHXSR1Aabi3Gko2', 'PRDniYGHazQhbEdlTp3SeVm3IGV2', 'md2UNvDqrfMrD1s2IBn9DmMGtzd2']"
1132,77SFwlkYbHd6xzli1RHTVgsAkZG3,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1133,48cfmc6SZCNBZyCu7EXCyNQ0PJB2,,['niwazLDTUReo9CtCr46oMYl3Akz2']
1134,Jjon0sgFaEOUylBlNfGH8GeNM0O2,,['W35j4zfu0MhkQZjYCqX9jtyRPn92']
1135,uvRE58EnEKWjB2Ac6oVGqV7a2Vi1,,"['UDomyaYneYOfof2MDjSduhwGzFC3', 'UiFjiy1Z4QX2XEuYT6rkkKWeEGS2', 'edsjHVZy0ZahZMkKDD79m1JvLIP2', 'f86Jg0vRRdYdjN1RRiGfUrhLNYp2', 'ow4YmLg2brZBm8A5SUU18Ip4FzD3']"
1136,L1pvFpU2Y7XqT3dDyyVtWMErLvz1,,['eyxKld4SLSYUyHpVNkJ7XMUVpDM2']
1137,zeJcQBdGzGaCY99en9PRyD7AynV2,,"['5RZ6xEE8BARxJ3zurn9KaF2pd1r2', '7MaoS0QiD2TRY5Eh6qY8wDVdYO12', 'GNhimJ8CjDd5FnzdfMJ1tyoTa9x2', 'I0jJmpCKyNQ4nf5Lqhf0bS6E2023', 'LDkoL8frQASHi5GkhOr3htid6Pq2', 'LkdhyhtO84hdUD7m1LheO5tuCR03', 'LwtgD6hergg0kyeT6x1LWHhAKq73', 'Sax6pAudNEUepjtiCj0rUrquQRd2', 'akk0Jrdwk4cHUYhZpnjFf9oKRea2', 'sTsdteq4CIULK129UYNUwUwK3tc2', 'tiMkDbXwVuZa7sZSHqYmij4Gjxz2', 'znzM73ZK1Zcgk2Di4xYlxTNOrVm1']"
1138,qkHyjkUrrIaSvMWHuDQTX5DgFl82,,"['ZVT4GoD9Y2QjYVvlBMcOEt6vwVM2', 'xvZP9PxsYldGOONzZmuvlT8vzr82']"
1139,ZrdoaLqD0BUiMy86P0SaNF05BUz2,,['5Ob04Eu6jrS0rNEfHYCgVxlI0682']
1140,QPb4F3svsxaUUG08OP6UJ6qxTmg2,,['Y9NvEgvFnnQtQLrV9p2sth4LEPo1']
1141,5JodMG65DNcG2tjMxxBH0tUMjmI3,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1142,yLwiddkAsWP7qeyXcoDNyjmcMm73,,"['7xt08poTLaSG0b2iugkxpwK67hz1', 'Xl1hRxzzqigrjYzZcGXMXhuc1P42', 'xnSyq1WFFlYhfmz0eUFM9ybCcky2']"
